brand,model,model_year,milage,fuel_type,ext_col,int_col,accident,horse_power,displacement_L,cylinder,transmission_clean
ford,Mustang Mach-E,2023,9095,unknown,Orange,Gray,None reported,480.0,3.5,6.0,Automatic
jaguar,Xf Premium,2011,35134,gasoline,Gray,Gray,Accident Reported,385.0,5.0,8.0,Automatic
bmw,M235 I,2015,68750,gasoline,Red,Black,None reported,320.0,3.0,6.0,Manual
infiniti,Qx56 Base,2012,141775,gasoline,White,Beige,None reported,400.0,5.6,8.0,unknown
kia,Stinger Gt2,2018,69100,gasoline,Red,Black,None reported,365.0,3.3,6.0,Automatic
porsche,911 Turbo,2008,51000,gasoline,Silver,Black,Accident Reported,480.0,3.6,6.0,unknown
audi,Q8 55,2020,34300,hybrid,Gray,Brown,None reported,335.0,3.0,6.0,Automatic
jeep,Wrangler Unlimited,2021,38000,gasoline,Gray,Black,None reported,470.0,6.4,8.0,unknown
maserati,Quattroporte S,2017,55000,gasoline,Blue,Black,None reported,405.0,3.0,6.0,Automatic
ford,Explorer Limited,2022,17500,hybrid,White,Black,None reported,318.0,3.3,6.0,Automatic
chevrolet,1500 Cheyenne,1994,170443,unknown,Red,–,Accident Reported,310.0,3.5,6.0,Automatic
bmw,325 I,2005,190395,gasoline,Black,Brown,None reported,184.0,2.5,6.0,Automatic
dodge,Challenger R/T,2022,1240,gasoline,Go Mango!,Black,None reported,310.0,6.4,6.0,Automatic
mercedes-benz,Gle 350,2021,15042,gasoline,Selenite Gray Metallic,Macchiato,None reported,310.0,2.0,6.0,Automatic
porsche,Cayenne Gts,2009,135606,gasoline,Black,Black,None reported,405.0,4.8,8.0,unknown
volkswagen,Jetta 1.4T,2016,87000,gasoline,Gray,Gray,Accident Reported,150.0,1.4,4.0,unknown
hyundai,Santa Fe,2007,145000,gasoline,Blue,Gray,Accident Reported,242.0,3.3,6.0,Automatic
audi,A4 2.0T,2012,129567,gasoline,White,Black,None reported,211.0,2.0,4.0,Automatic
toyota,Highlander Xle,2018,61454,gasoline,Silver,Gray,None reported,295.0,3.5,6.0,Automatic
toyota,Rav4 Hybrid,2019,54000,hybrid,Gray,Gray,None reported,219.0,2.5,4.0,CVT
dodge,Challenger Srt,2018,29475,gasoline,Orange,Black,None reported,707.0,6.2,8.0,Automatic
porsche,Macan Base,2018,82300,gasoline,Black,Black,None reported,252.0,2.0,4.0,Automatic
porsche,Macan,2021,16554,gasoline,White,Beige,None reported,310.0,2.0,6.0,Automatic
jeep,Wrangler Unlimited,2017,128000,gasoline,Gray,Black,None reported,285.0,3.6,6.0,Automatic
dodge,Challenger Srt8,2012,33700,unknown,Black,Black,None reported,310.0,3.5,6.0,Manual
land,Rover Range,2015,115550,gasoline,White,Black,None reported,240.0,2.0,4.0,Automatic
cadillac,Cts-V Base,2006,123000,gasoline,Black,Black,None reported,400.0,6.0,8.0,Manual
porsche,Boxster Base,1998,75539,gasoline,Blue,Beige,None reported,201.0,2.5,6.0,Manual
ford,Transit Connect,2010,72000,gasoline,White,Gray,Accident Reported,136.0,2.0,4.0,Automatic
audi,A7 55,2022,15000,hybrid,Gray,Black,None reported,335.0,3.0,6.0,Automatic
acura,Mdx 3.5L,2014,111650,gasoline,Green,Beige,Accident Reported,290.0,3.5,6.0,Automatic
kia,Stinger Gt,2018,56300,gasoline,Silver,Black,None reported,365.0,3.3,6.0,Automatic
kia,Sportage Lx,2014,87000,gasoline,Black,Black,Accident Reported,182.0,2.4,4.0,Automatic
mercedes-benz,Sprinter 2500,2012,100245,diesel,White,–,Accident Reported,188.0,3.0,6.0,Automatic
honda,Civic Sport,2020,121212,gasoline,White,Sport,Accident Reported,310.0,1.5,6.0,CVT
audi,S4 3.0T,2022,10900,gasoline,Black,Black,None reported,349.0,3.0,6.0,unknown
tesla,Model 3,2019,42094,unknown,White,White,None reported,310.0,3.5,6.0,Automatic
cadillac,Escalade Luxury,2018,53450,gasoline,White,Beige,None reported,420.0,6.2,8.0,Automatic
kia,Optima Ex,2015,109580,gasoline,Red,Black,Accident Reported,192.0,2.4,4.0,Automatic
volkswagen,Golf Gti,2016,90000,gasoline,Gray,Black,None reported,210.0,2.0,4.0,Automatic
acura,Mdx W/Advance,2023,3708,gasoline,White,Espresso,None reported,310.0,3.5,6.0,Automatic
bmw,540 I,2019,21000,gasoline,Blue,Black,Accident Reported,335.0,3.0,6.0,unknown
ford,F-250 Base,1997,92800,gasoline,White,Gray,None reported,210.0,5.8,8.0,Automatic
chevrolet,Avalanche 1500,2012,56000,e85 flex fuel,Red,Black,Accident Reported,320.0,5.3,8.0,Automatic
gmc,Sierra 1500,2021,11250,gasoline,White,Black,None reported,420.0,6.2,8.0,Automatic
buick,Encore Gx,2020,35569,gasoline,Satin Steel Metallic,Ebony,None reported,310.0,1.3,6.0,CVT
lexus,Rx 350,2017,103866,gasoline,Beige,Beige,Accident Reported,295.0,3.5,6.0,Automatic
subaru,Forester 2.5,2004,210703,gasoline,Green,Beige,None reported,165.0,2.5,4.0,Manual
tesla,Model S,2021,10550,unknown,Gray,Black,None reported,557.0,3.5,6.0,Automatic
bmw,440 Gran,2020,25990,gasoline,White,Beige,None reported,310.0,3.0,6.0,Automatic
smart,Fortwo Pure,2008,61595,gasoline,Blue,Gray,None reported,70.0,1.0,3.0,Automatic
gmc,Yukon Slt,2002,222600,gasoline,Gray,Beige,None reported,275.0,4.8,8.0,Automatic
lexus,Gs 350,2020,24651,gasoline,Ultra White,Black,None reported,310.0,3.5,6.0,Automatic
alfa,Romeo Giulia,2017,36000,gasoline,White,Red,None reported,280.0,2.0,4.0,Automatic
ford,Fusion Se,2016,110450,gasoline,Silver,Brown,None reported,231.0,2.0,4.0,Automatic
nissan,Titan Se,2009,127600,e85 flex fuel,Brown,Gray,None reported,317.0,5.6,8.0,Automatic
chevrolet,Camaro Zl1,2023,2950,gasoline,Red,Gray,None reported,650.0,6.2,8.0,Automatic
mercedes-benz,S-Class S,2018,69600,gasoline,Black,Black,None reported,362.0,3.0,6.0,Automatic
audi,A6 2.0T,2016,96000,gasoline,Black,Black,None reported,252.0,2.0,4.0,Automatic
nissan,Juke Sl,2012,74750,gasoline,Black,Black,None reported,188.0,1.6,4.0,CVT
audi,S8 4.0T,2017,54300,gasoline,Black,Black,None reported,605.0,4.0,8.0,Automatic
bmw,535 I,2013,46150,gasoline,Silver,Black,Accident Reported,306.0,3.0,6.0,unknown
toyota,Highlander Hybrid,2018,62200,hybrid,Brown,Beige,None reported,306.0,3.5,6.0,CVT
jeep,Wrangler Unlimited,2020,76313,gasoline,Hellayella Clearcoat,Black,None reported,310.0,2.0,6.0,Automatic
ford,Mustang Gt,2003,83000,gasoline,Gray,Black,None reported,260.0,4.6,8.0,Automatic
ford,Flex Limited,2009,162000,gasoline,Gray,Black,Accident Reported,262.0,3.5,6.0,Automatic
ford,F-150 Platinum,2015,85000,gasoline,White,Black,None reported,365.0,3.5,6.0,Automatic
porsche,718 Boxster,2017,48900,gasoline,Blue,Black,None reported,350.0,2.5,4.0,unknown
audi,Q5 2.0T,2018,50400,gasoline,White,Beige,None reported,252.0,2.0,4.0,unknown
ford,Focus Se,2009,107500,gasoline,White,Black,None reported,132.0,2.0,4.0,Automatic
chevrolet,Silverado 1500,2018,81000,e85 flex fuel,Red,Gray,None reported,285.0,4.3,6.0,Automatic
mercedes-benz,Gle 350,2022,24500,gasoline,White,Beige,None reported,255.0,2.0,4.0,Automatic
ford,Mustang Mach-E,2021,17850,unknown,Red,Black,None reported,266.0,3.5,6.0,Automatic
ram,2500 Slt,2018,67865,gasoline,White,Gray,None reported,410.0,6.4,8.0,Automatic
honda,Accord Ex-L,2014,62000,gasoline,Gray,Black,Accident Reported,185.0,2.4,4.0,CVT
buick,Envision Essence,2021,36544,gasoline,Dark Moon Blue Metallic,Ebony,None reported,310.0,2.0,6.0,Automatic
kia,Stinger Gt1,2021,8288,gasoline,Black,Black,None reported,365.0,3.3,6.0,Automatic
bmw,X6 Xdrive35I,2009,92008,gasoline,White,Black,None reported,300.0,3.0,6.0,Automatic
tesla,Model Y,2022,30000,unknown,White,White,None reported,455.0,3.5,6.0,Automatic
porsche,Macan Turbo,2021,14526,gasoline,Black,–,None reported,310.0,2.9,6.0,Automatic
lexus,Gx 460,2018,65900,gasoline,Gray,Black,Accident Reported,301.0,4.6,8.0,unknown
rivian,R1S Adventure,2023,250,unknown,Red,Black,None reported,835.0,3.5,6.0,Automatic
honda,Pilot Ex-L,2020,28886,gasoline,Gray,Gray,None reported,310.0,3.5,6.0,Automatic
ford,Bronco Wildtrak,2022,9990,gasoline,Silver,Black,None reported,315.0,2.7,6.0,unknown
acura,Rsx Type,2002,80000,gasoline,Beige,Beige,Accident Reported,200.0,2.0,4.0,Manual
hyundai,Genesis Coupe,2014,52060,gasoline,Black,Black,Accident Reported,348.0,3.8,6.0,Manual
tesla,Model 3,2021,32670,unknown,White,Black,None reported,310.0,3.5,6.0,Automatic
alfa,Romeo Giulia,2021,2000,gasoline,Blue,Brown,None reported,280.0,2.0,4.0,Automatic
mercedes-benz,Amg C,2017,63000,gasoline,White,Black,Accident Reported,469.0,4.0,8.0,Automatic
nissan,Leaf Sv,2023,5121,unknown,Brilliant Silver Metallic,Black,None reported,310.0,3.5,6.0,Automatic
genesis,G70 2.0T,2023,2121,gasoline,White,Red,None reported,252.0,2.0,4.0,Automatic
kia,Telluride Sx,2022,26716,gasoline,Dark Moss,Black,None reported,310.0,3.8,6.0,Automatic
ford,F-150 Heritage,2004,60260,gasoline,Blue,Gray,Accident Reported,380.0,5.4,8.0,Automatic
bmw,X6 M,2022,10376,gasoline,Ametrin Metallic,Black,None reported,310.0,4.4,6.0,Automatic
jeep,Grand Cherokee,2020,35289,gasoline,Granite Crystal Clearcoat Metallic,Black,None reported,310.0,3.6,6.0,Automatic
cadillac,Ct4 Luxury,2020,35200,gasoline,Blue,Black,None reported,237.0,2.0,4.0,Automatic
ford,Mustang Gt,2012,105500,gasoline,Silver,Black,None reported,412.0,5.0,8.0,Manual
acura,Rdx Technology,2020,31015,gasoline,Silver,Ebony,None reported,310.0,2.0,6.0,Automatic
chevrolet,Avalanche 1500,2005,130000,e85 flex fuel,Red,Gray,None reported,295.0,5.3,8.0,Automatic
jeep,Wrangler Unlimited,2016,67499,gasoline,Beige,Black,None reported,285.0,3.6,6.0,Manual
mini,Countryman Cooper,2019,18997,gasoline,Red,Black,None reported,189.0,2.0,4.0,unknown
lincoln,Mkz Reserve,2019,36000,gasoline,White,Beige,None reported,245.0,2.0,4.0,Automatic
dodge,Durango Srt,2022,31917,gasoline,Gray,Black,None reported,475.0,6.4,8.0,Automatic
mercedes-benz,G-Class G,2016,96000,gasoline,Blue,Brown,None reported,416.0,4.0,8.0,Automatic
chevrolet,Corvette Stingray,2020,5194,gasoline,Arctic White,Tension,None reported,310.0,6.2,6.0,Automatic
bmw,330 330I,2019,19473,gasoline,Alpine White,Canberra Beige,None reported,310.0,2.0,6.0,Automatic
subaru,Ascent Limited,2022,12700,gasoline,White,Beige,None reported,260.0,2.4,4.0,CVT
subaru,Forester 2.5,2004,122000,gasoline,Gold,Black,Accident Reported,210.0,2.5,4.0,Manual
kia,Sorento Ex,2019,66075,gasoline,Titanium Silver,Satin Black,None reported,310.0,3.3,6.0,Automatic
bmw,X6 Xdrive35I,2013,90000,gasoline,White,Red,None reported,300.0,3.0,6.0,Automatic
hyundai,Santa Fe,2021,2905,gasoline,Shimmering Silver,Black,None reported,310.0,2.5,6.0,Automatic
chevrolet,Silverado 1500,2006,111228,gasoline,Blue,Gray,Accident Reported,195.0,4.3,6.0,Automatic
porsche,Cayenne Base,2018,70455,gasoline,White,Black,None reported,300.0,3.6,6.0,Automatic
audi,A7 3.0T,2018,45843,gasoline,Silver,Black,None reported,340.0,3.0,6.0,Automatic
jeep,Wrangler Unlimited,2013,54500,gasoline,Green,Black,None reported,285.0,3.6,6.0,Automatic
ram,1500 Rebel,2020,63875,hybrid,Gray,Black,Accident Reported,395.0,5.7,8.0,Automatic
bmw,M4 Base,2020,22655,gasoline,Silver,Black,None reported,425.0,3.0,6.0,Automatic
kia,Telluride S,2023,6423,gasoline,Gray,Black,None reported,291.0,3.8,6.0,Automatic
subaru,Impreza 2.0I,2019,30000,gasoline,Gray,Black,Accident Reported,152.0,2.0,4.0,CVT
dodge,Charger Srt8,2008,98231,gasoline,Blue,Black,Accident Reported,425.0,6.1,8.0,Automatic
audi,A5 2.0T,2019,23827,gasoline,Gray,Black,None reported,248.0,2.0,4.0,Automatic
chevrolet,Suburban 1500,2015,179200,gasoline,Black,–,Accident Reported,355.0,5.3,8.0,Automatic
bmw,X3 Xdrive35I,2011,75500,gasoline,White,Black,None reported,300.0,3.0,6.0,Automatic
ford,Focus Se,2012,108045,gasoline,Blue,Gray,None reported,160.0,2.0,4.0,Automatic
lexus,Ls 460,2008,100000,gasoline,Black,Black,Accident Reported,380.0,4.6,8.0,Automatic
buick,Enclave Premium,2014,86281,gasoline,Black,Black,None reported,288.0,3.6,6.0,Automatic
jeep,Grand Cherokee,2022,18333,gasoline,Velvet Red Pearlcoat,Global Black,None reported,310.0,3.6,6.0,Automatic
bmw,750 I,2020,25108,gasoline,Black,Black,None reported,523.0,4.4,8.0,Automatic
maserati,Quattroporte S,2012,50000,gasoline,White,Black,None reported,425.0,4.7,8.0,Automatic
nissan,Armada Le,2009,87130,gasoline,Brown,Black,None reported,317.0,5.6,8.0,Automatic
gmc,Acadia Sle,2020,58000,gasoline,Black,Black,None reported,310.0,3.6,6.0,Automatic
audi,S4 3.0,2012,98400,gasoline,White,White,None reported,333.0,3.0,6.0,Automatic
cadillac,Escalade Platinum,2020,48613,gasoline,Black,Black,Accident Reported,420.0,6.2,8.0,Automatic
infiniti,Q50 3.0T,2017,67000,gasoline,Black,Black,None reported,300.0,3.0,6.0,unknown
mercedes-benz,Slk-Class Slk,2008,120800,gasoline,Red,Beige,None reported,268.0,3.5,6.0,Automatic
ford,Focus Sel,2017,80134,e85 flex fuel,White,Charcoal Black,None reported,310.0,2.0,6.0,Automatic
chevrolet,Corvette Stingray,2021,13700,gasoline,White,Red,None reported,490.0,6.2,8.0,Automatic
hyundai,Veloster Base,2013,56837,gasoline,Silver,Black,Accident Reported,132.0,1.6,4.0,unknown
tesla,Model Y,2021,14642,unknown,Red,Black,None reported,425.0,3.5,6.0,Automatic
cadillac,Deville Base,1994,90000,unknown,Green,Beige,Accident Reported,310.0,3.5,6.0,Automatic
chevrolet,Silverado 1500,2022,7455,gasoline,Glacier Blue Metallic,Jet Black,None reported,310.0,6.2,6.0,Automatic
volkswagen,Golf Gti,2016,59250,gasoline,Gray,Black,None reported,220.0,2.0,4.0,unknown
mercedes-benz,C-Class C,2019,76422,gasoline,Black,Black,None reported,310.0,2.0,6.0,Automatic
bmw,330 I,2019,42200,gasoline,White,Black,None reported,255.0,2.0,4.0,Automatic
land,Rover Range,2020,40237,gasoline,Carpathian Grey Premium Metallic,Cloud,None reported,310.0,2.0,6.0,Automatic
mercedes-benz,C-Class 4Matic,2022,9612,gasoline,–,–,None reported,310.0,2.0,6.0,Automatic
ford,F-250 Xlt,2019,38600,diesel,Blue,–,None reported,450.0,6.7,8.0,Automatic
tesla,Model 3,2019,83700,unknown,Black,Black,Accident Reported,310.0,3.5,6.0,Automatic
mercedes-benz,E-Class E,2017,56000,gasoline,Gray,White,None reported,402.0,4.7,8.0,unknown
bmw,Z4 Sdrive28I,2014,70000,gasoline,White,Beige,Accident Reported,240.0,2.0,4.0,Automatic
bmw,X6 Xdrive40I,2022,13000,hybrid,Gray,Orange,None reported,335.0,3.0,6.0,unknown
honda,Civic Si,2012,47245,gasoline,White,Black,None reported,201.0,2.4,4.0,Manual
ford,F-150 Xlt,1999,48054,gasoline,White,Gray,None reported,220.0,4.6,8.0,Automatic
gmc,Terrain Denali,2016,144000,gasoline,White,Black,None reported,301.0,3.6,6.0,Automatic
lexus,Rc 350,2015,124000,gasoline,Blue,Blue,None reported,306.0,3.5,6.0,unknown
honda,Passport Elite,2023,2978,gasoline,Lunar Silver Metallic,Gray,None reported,310.0,3.5,6.0,Automatic
tesla,Model X,2021,46897,unknown,Blue,Black,None reported,557.0,3.5,6.0,Automatic
porsche,718 Boxster,2018,50000,gasoline,Blue,Black,Accident Reported,350.0,2.5,4.0,Automatic
ford,Explorer Timberline,2021,25240,gasoline,Gray,Ebony,Accident Reported,310.0,2.3,6.0,Automatic
acura,Ilx Technology,2017,68200,gasoline,Black,–,Accident Reported,201.0,2.4,4.0,unknown
nissan,350Z Enthusiast,2007,117000,gasoline,Silver,Black,Accident Reported,306.0,3.5,6.0,Automatic
bmw,X1 Xdrive,2015,85766,gasoline,Gray,Black,None reported,240.0,2.0,4.0,Automatic
chevrolet,Suburban Ltz,2016,135484,gasoline,Tungsten Metallic,Cocoa / Dune,None reported,310.0,5.3,6.0,Automatic
audi,Rs 7,2016,64800,gasoline,White,Brown,None reported,560.0,4.0,8.0,Automatic
jaguar,F-Type S,2017,34150,gasoline,Black,Black,None reported,380.0,3.0,6.0,Automatic
mercedes-benz,E-Class E,2011,199000,gasoline,Silver,Black,None reported,268.0,3.5,6.0,Automatic
mini,Hardtop Cooper,2019,19850,gasoline,Black,Black,None reported,134.0,1.5,3.0,Automatic
lexus,Rc 350,2016,77856,gasoline,Atomic Silver,Black,None reported,310.0,3.5,6.0,Automatic
lexus,Gx 460,2021,40906,gasoline,Black,Black,None reported,310.0,4.6,6.0,Automatic
land,Rover Discovery,2018,63295,gasoline,Blue,White,None reported,340.0,3.0,6.0,Automatic
chevrolet,Corvette Base,2005,36700,gasoline,Blue,Black,None reported,400.0,6.0,8.0,Manual
nissan,Rogue S,2022,21212,gasoline,Gun Metallic,Charcoal,None reported,310.0,1.5,6.0,CVT
ford,Escape Limited,2012,129000,gasoline,White,Gray,Accident Reported,171.0,2.5,4.0,Automatic
lexus,Rx 350,2022,22372,gasoline,Blue,Black,None reported,310.0,3.5,6.0,Automatic
nissan,Murano Sv,2020,47147,gasoline,Brilliant Silver Metallic,Graphite,None reported,310.0,3.5,6.0,CVT
ford,F-150 Xlt,2018,98000,gasoline,White,–,Accident Reported,375.0,3.5,6.0,Automatic
ford,Mustang Gt,2006,16000,gasoline,Silver,Black,None reported,300.0,4.6,8.0,Automatic
bmw,135 Is,2013,29400,gasoline,White,Beige,None reported,320.0,3.0,6.0,Manual
lexus,Lx 570,2013,134000,gasoline,Gray,Black,Accident Reported,383.0,5.7,8.0,Automatic
ford,Focus St,2014,110000,gasoline,Silver,Gray,None reported,252.0,2.0,4.0,Manual
buick,Lucerne Cxl,2006,110000,gasoline,Gold,Beige,None reported,275.0,4.6,8.0,Automatic
chevrolet,Camaro 1Ss,2021,12600,gasoline,Gray,Black,None reported,455.0,6.2,8.0,Manual
mercedes-benz,Glc 300,2022,1408,gasoline,Lunar Blue Metallic,–,None reported,310.0,2.0,6.0,Automatic
nissan,Rogue Sv,2023,1094,gasoline,Caspian Blue,Light Gray,None reported,310.0,1.5,6.0,CVT
dodge,Grand Caravan,2018,64000,e85 flex fuel,White,Gray,None reported,283.0,3.6,6.0,Automatic
chevrolet,Corvette Stingray,2020,12500,gasoline,Yellow,Black,None reported,490.0,6.2,8.0,unknown
mini,Countryman Cooper,2020,74725,gasoline,Black,Black,None reported,310.0,1.5,6.0,Automatic
porsche,Cayenne S,2013,92000,gasoline,Green,Gray,None reported,400.0,4.8,8.0,Automatic
volvo,Xc70 3.2,2008,170000,gasoline,White,Beige,None reported,235.0,3.2,6.0,Automatic
jeep,Wrangler Unlimited,2022,1750,gasoline,Gray,Brown,None reported,285.0,3.6,6.0,Automatic
mercedes-benz,Sl-Class Sl500,2003,80081,gasoline,White,Beige,None reported,302.0,5.0,8.0,Automatic
jeep,Wrangler Sport,2021,11756,gasoline,Granite Crystal Metallic Clearcoat,Black,Accident Reported,310.0,2.0,6.0,Automatic
cadillac,Cts 3.6L,2015,54259,gasoline,Majestic Plum Metallic,Light Platinum / Jet Black,None reported,310.0,3.6,6.0,Automatic
nissan,Nv Passenger,2015,86000,gasoline,Silver,Gray,None reported,317.0,5.6,8.0,Automatic
mercedes-benz,C-Class C,2013,98000,gasoline,White,Beige,Accident Reported,248.0,3.5,6.0,Automatic
infiniti,Fx50 Base,2009,190120,gasoline,Gray,Black,Accident Reported,390.0,5.0,8.0,Automatic
dodge,Dakota Slt,2003,141800,gasoline,Red,Gray,Accident Reported,230.0,4.7,8.0,Automatic
gmc,Terrain Slt,2020,55018,gasoline,Black,Black,Accident Reported,170.0,1.5,4.0,Automatic
land,Rover Range,2017,53000,gasoline,Black,Beige,None reported,510.0,5.0,8.0,unknown
bmw,X7 Xdrive40I,2020,46000,gasoline,Black,Black,None reported,335.0,3.0,6.0,unknown
jaguar,Xkr Base,2007,50000,gasoline,Black,Beige,Accident Reported,420.0,4.2,8.0,unknown
ford,Explorer Platinum,2018,73049,gasoline,Gray,Ebony Black,Accident Reported,310.0,3.5,6.0,Automatic
chevrolet,Corvette Z06,2002,17300,gasoline,Black,Black,None reported,405.0,5.7,8.0,Manual
gmc,Yukon Slt,2015,142792,gasoline,White,Brown,None reported,355.0,5.3,8.0,Automatic
acura,Rdx,2016,132252,gasoline,Crystal Black,Black,None reported,310.0,3.5,6.0,Automatic
toyota,4Runner Sport,2004,220450,gasoline,Gray,Gray,None reported,245.0,4.0,6.0,Automatic
cadillac,Escalade Premium,2021,72843,gasoline,Sandstone Metallic,Dark Auburn,None reported,310.0,6.2,6.0,Automatic
toyota,4Runner Limited,2019,48156,gasoline,Midnight Black Metallic,Sand Beige,None reported,310.0,4.0,6.0,Automatic
ford,F-250 Xl,2004,315000,diesel,White,Gray,None reported,325.0,6.0,8.0,Automatic
audi,S8 4.2,2003,126000,gasoline,Gray,Black,None reported,360.0,4.2,8.0,unknown
rivian,R1S Adventure,2023,2500,unknown,Gray,Gray,None reported,835.0,3.5,6.0,Automatic
kia,Stinger Gt2,2020,57000,gasoline,Black,Red,Accident Reported,365.0,3.3,6.0,Automatic
mazda,Rx-8 Sport,2008,155500,gasoline,Blue,Black,Accident Reported,212.0,1.3,6.0,Automatic
ford,E150 Xlt,2013,162100,e85 flex fuel,Black,Gray,None reported,255.0,5.4,8.0,Automatic
mercedes-benz,Amg G,2017,39800,gasoline,White,Red,None reported,563.0,5.5,8.0,Automatic
volvo,S60 B5,2022,14280,hybrid,Blue,Black,None reported,247.0,2.0,4.0,Automatic
gmc,Sierra 2500,2002,53850,gasoline,Silver,Gray,Accident Reported,340.0,8.1,8.0,Automatic
jeep,Compass Latitude,2020,17500,gasoline,Silver,Black,None reported,180.0,2.4,4.0,Automatic
alfa,Romeo Giulia,2021,10558,gasoline,White,Black,None reported,505.0,2.9,6.0,Automatic
bmw,X3 Xdrive30I,2021,2492,gasoline,Phytonic Blue Metallic,Canberra Beige/Black,None reported,310.0,2.0,6.0,Automatic
maserati,Levante Gts,2021,19513,gasoline,Black,Red / Black,Accident Reported,310.0,3.8,6.0,Automatic
volkswagen,Golf R,2018,36000,gasoline,White,Black,Accident Reported,292.0,2.0,4.0,Automatic
chevrolet,Equinox 2Lt,2012,96653,gasoline,Black,Brown,Accident Reported,264.0,3.0,6.0,Automatic
tesla,Model S,2020,14700,unknown,Gray,Black,None reported,778.0,3.5,6.0,Automatic
mazda,Cx-30 Premium,2023,2636,gasoline,Platinum Quartz Metallic,Black,None reported,310.0,2.5,6.0,Automatic
ford,Expedition Limited,2021,23842,gasoline,Gray,Medium Stone,None reported,310.0,3.5,6.0,Automatic
toyota,Tundra Grade,2013,92700,gasoline,Gray,Gray,Accident Reported,310.0,4.6,8.0,Automatic
ram,1500 Laramie,2022,18051,gasoline,Patriot Blue Pearlcoat,Black,None reported,310.0,5.7,6.0,Automatic
volkswagen,Tiguan 2.0T,2019,74000,gasoline,White,Silver,None reported,184.0,2.0,4.0,Automatic
mercedes-benz,Glk-Class Glk,2013,99200,gasoline,Silver,Black,None reported,302.0,3.5,6.0,Automatic
chevrolet,Silverado 1500,2014,102604,e85 flex fuel,Gray,Gray,None reported,355.0,5.3,8.0,Automatic
